Código Unico,Tipo de Sitio HISPAM,Nombre Sitio,Departamento,Provincia,Distrito,Direccion,TIPO DE ZONA,Zona,L/R,Atención Incidencias,Latitud,Longitud,Observación,nueva segmentación comercial,"Nemónico 
(Código único)"
LI00959,B_3,EL SILENCIO,LIMA,LIMA,PUNTA HERMOSA,AAHH. Asoc. De Familia de el Carmen Mz D1 Lt 06 - Punta Hermosa,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.31381,-76.83522,,Clásico,LI00959
LI00159,D_2,EL SOL,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,"AV. EL SOL  N° 170,",URBANO LIMA,Zona 2,LIMA,FEE,-12.168274,-76.949589,,Oro,LI00159
CA00036,D_2,EL TAMBO / LOMA EL TAMBO,CAJAMARCA,HUALGAYOC,BAMBAMARCA,"CERRO PEÑA BLANCA, CERRO POBLADO TAMBO",NO URBANO,Zona 1,REGIONES,FEE,-6.77597222,-78.4866389,,Abandonar,CA00036
JU00081,D_1,HUANCAN URA,JUNIN,HUANCAYO,HUANCAN,JR. JUNIN Nº1303,URBANO REGIONES,Zona 2,REGIONES,FEE,-12.106238,-75.215122,,Abandonar,JU00081
LA00290,B_2,EL TRIUNFO_LA,LAMBAYEQUE,CHICLAYO,TUMAN,VALLE CHANCAY - LAMBAYEQUE SECTOR LA CALERITA,NO URBANO,Zona 1,REGIONES,FEE,-6.82022,-79.71487,Sitio_FITEL,Abandonar,LA00290
LI00489,B_2,EL TRIUNFO_LI,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,MZ I16 LOTE 17 (AV EL TRIUNFO 1662-1664),URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.158746,-76.936837,,Oro,LI00489
AR00022,D_1,ZAMACOLA ,AREQUIPA,AREQUIPA,CERRO COLORADO,CALLE SHANUSI 309 - URB. ZAMACOLA,URBANO REGIONES,Zona 3,REGIONES,FEE,-16.35138889,-71.56333333,,Clásico,AR00022
LA00291,D_3,EL VERDE,LAMBAYEQUE,LAMBAYEQUE,JAYANCA, MZ. A S/N  Cas. EL VERDE BAJO - CENTRO POBLADO MENOR EL VERDE,NO URBANO,Zona 1,REGIONES,FEE,-6.43631,-79.71189,Sitio_FITEL,Abandonar,LA00291
LI04506,B_1,EL ZAPALLAL URA,LIMA,LIMA,PUENTE PIEDRA,EQ GABRIELA / STA CATALINA AS PEQUEÑOS AGRICULTORES MZ O1 UR. ZAPALLAL,URBANO LIMA,Zona 3,LIMA,FEE,-11.8370039,-77.1053,,Oro,LI04506
CA00584,B_2,EL_MAESTRO,CAJAMARCA,CAJAMARCA,CAJAMARCA,JR. EL INCA 513 BARRIO LA COLMENA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-7.1586,-78.50974,,Oro,CA00584
LI05678,B_2,EL_PACIFICO_CALLAO,CALLAO,CALLAO,LA PERLA,PARQUE LEONCIO PRADO (ESQUINA MELGAR Y PACHACUTEC),URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.071258,-77.11639,,Black,LI05678
LI05668,B_2,EL_PERIODISTA,LIMA,LIMA,SAN JUAN DE LURIGANCHO,AV. CANTO DEL SOL - MZ K LOTE 5-LAS TERRAZAS,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.971944,-77.014278,,Oro,LI05668
LI06073,B_2,EL_PICACHO,LIMA,LIMA,LA MOLINA,AV. EL GOLF CDRA. 3,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.07382,-76.90409,,Black,LI06073
TA00139,B_2,EL_PORTUGUEZ,TACNA,TACNA,TACNA,BERMA CENTRAL ENTRE Jr LOS ROSALES Y EJE VIAL FRENTE AL PARQUE LOS PINOS URB CIUDAD DE DIOS-HABITAT,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-18.068332,-70.295539,,Oro,TA00139
UC00138,B_2,EL_RADAR_PUCALLPA,UCAYALI,CORONEL PORTILLO,YARINACOCHA,PARCELA JULIA SOLEDAD - RADAR,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-8.40089,-74.58351,,Clásico,UC00138
HN00319,B_3,EL_RISUENO,HUANUCO,LEONCIO PRADO,RUPA-RUPA,"Jirón Aucayacu N° 689, Lote N°28, Mz. s/n",NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-9.29587,-75.99586,,Oro,HN00319
LI04836,B_2,EL_ROMBO,LIMA,LIMA,CARABAYLLO,"""URB. San Antonio de Carabayllo Mz Ch - Lote 56								""",URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.85543,-77.049083,,Oro,LI04836
AR00507,B_3,EL_TRIUNFO_AREQ,AREQUIPA,AREQUIPA,LA JOYA,"ASENTAMIENTO HUMANO EL TRIUNFO SECTOR 1, MZ. I - LT. 11",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-16.493725,-71.84732,,Abandonar,AR00507
LI00571,B_2,ELCHACO SMP,LIMA,LIMA,SAN MARTIN DE PORRES,JR SAO PAULO N 2815 - N 2817 -URB PERU - LIMA,URBANO LIMA,Zona 3,LIMA,FEE,-12.03001,-77.076031,,Oro,LI00571
LI01031,B_2,ELECTRICISTAS,CALLAO,CALLAO,VENTANILLA,AV BOLIVIA Mz  G lt 25   antiguo lt 13,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-11.83536,-77.12578,,Clásico,LI01031
LA00002,B_2,ELIAS AGUIRRE,LAMBAYEQUE,CHICLAYO,CHICLAYO,CALLE ELÍAS AGUIRRE Nº 129,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.771212,-79.844316,,Black,LA00002
AP00024,B_2,ELIAS MAUCACALLE,APURIMAC,ABANCAY,ABANCAY,JR PROLONGACION HUANCAVELICA S/N,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-13.62938,-72.87712,,Oro,AP00024
AN00509,B_2,ELIAS_AGUIRRE_SIMON_BOLIVAR,ANCASH,SANTA,CHIMBOTE,ELLIAS AGUIRRE 1279,URBANO REGIONES,Zona 2,REGIONES,FEE,-9.06549,-78.58931,,Oro,AN00509
AR00092,B_2,ELMER,AREQUIPA,AREQUIPA,YANAHUARA,"URBANIZACION MAGISTERIAL II, MANZANA B LOTE 6",URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.39722,-71.54677,,Black,AR00092
LI05400,B_2,ELMER_CALLAO,CALLAO,CALLAO,CALLAO,AV ELMER FAUCETT 5080/5082 UBR. LAS FRESAS,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.00371,-77.11484,,Oro,LI05400
TU00035,B_2,ELOY,TUMBES,TUMBES,TUMBES,JR. MAYNAS 494,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-3.574884,-80.456434,,Oro,TU00035
LA00041,B_1,ELVIRA GARCIA,LAMBAYEQUE,CHICLAYO,CHICLAYO,CALLE PIURA Nº 471 (MZ. 16 LT. 27) PUEBLO JOVEN JOSÉ OLAYA ,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.773338,-79.853546,,Black,LA00041
LI00265,B_3,EMANCIPACION 1,LIMA,LIMA,LIMA,A la altura de Miroquesada 399 (intersección con Azangaro),URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.04981436,-77.02979603,,Black,LI00265
LI01149,B_3,EMANCIPACION 2,LIMA,LIMA,LIMA, A la altura de  Emancipación 349/A LA ALTURA DE MIROQUESADA 399 (INTERSECCIÓN CON AZANGARO),URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.04731758,-77.03612344,,Black,LI01149
UC00060,B_2,EMAPACOP,UCAYALI,CORONEL PORTILLO,CALLERIA,"JR. ATAHUALPA MZ. 24, LOTE 6",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-8.38276,-74.52795,,Clásico,UC00060
12_CLIENTES_025,B2B,EMERGIA CHICLAYO (EUROCEN),LAMBAYEQUE,CHICLAYO,0,AV. MARISCAL NIETO / AV. F. GRAHMAN(GRAU) CC BOULEVARD CHICLAYO,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-12.158746,-76.936837,,,12_CLIENTES_025
LA00064,D_2,EMILIANO NIÑO,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,CUARTEL LEONCIO PRADO AV MIGUEL GRAU CDRA 7 ,URBANO REGIONES,Zona 1,REGIONES,FEE,-6.70439722,-79.9104806,,Clásico,LA00064
LI06319,B_2,EMILIO_HARTH_TERRE,LIMA,LIMA,SAN BORJA,Av. Galvez Barrenechea cdra. 14,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.11039,-77.00748,,Black,LI06319
LI06536,B_2,EMILIO_VALDIZAN,LIMA,LIMA,JESUS MARIA,AV. MARIATEGUI CDRA. 17 & JIRON EMILIO VALDIZAN CDRA. 1,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.078416,-77.055482,,Black,LI06536
LL00261,B_2,EMPERADOR,LA LIBERTAD,TRUJILLO,TRUJILLO,AV. MIRAFLORES N° 969 MZ K LT. 23 URB. LOS JARDINES,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.098082,-79.020598,,Black,LL00261
AY00181,B_2,ENACE,AYACUCHO,HUAMANGA,AYACUCHO,"PJE  LOS JAZMINES CONJUNTO HABITACIONAL JOSE ORTIZ VERGARA MZ. ""I"", LOTE 11 - URB. ENACE",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-13.14328,-74.22767,,Oro,AY00181
PI00011,B_3,ENACE 3,PIURA,TALARA,PARIÑAS,CARRETERA PANAMERICANA NORTE S/N ALTURA ENACE PRIMERA ETAPA,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-4.591214,-81.179275,,Oro,PI00011
LI00664,B_2,ENAPU NEXTEL,CALLAO,CALLAO,CALLAO,Calle Monteagudo N° 143 Callo,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.05563,-77.1431,,Oro,LI00664
LI01120,D_1,CHILCA,LIMA,CAÑETE,CHILCA,"AV. RAMÓN CASTILLA S/N MZ 39 LT 28/URBANIZACIÓN CHILCA S/N, CHILCA",URBANO LIMA,Zona 2,LIMA,FEE,-12.513306,-76.737389,,Clásico,LI01120
CA00567,D_3,ENCANADA_CUADROS,CAJAMARCA,CAJAMARCA,ENCAÑADA,CASERIO USNIO,URBANO REGIONES,Zona 1,REGIONES,FEE,-7.06317,-78.31515,Sitio_CANON,Abandonar,CA00567
MO00031,B_3,ENERSUR,MOQUEGUA,ILO,ILO,CARRETERA ILO-TACNA KM 25,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.77607222,-71.18968889,,Oro,MO00031
LI00746,B_2,ENGRANAJES CLARO,LIMA,LIMA,SAN MARTIN DE PORRES,LAMPA DE ORO MZ. P LT. 7 - PJE. ALMIRANTE MIGUEL GRAU,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-12.01438,-77.06229,,Oro,LI00746
PI00024,B_2,ENOSA NEW,PIURA,PIURA,PIURA,JR. AYACUCHO 710,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.196992,-80.629344,,Black,PI00024
PI00144,B_2,ENOSA SETPC,PIURA,PIURA,PIURA,AV SULLANA NORTE MZ A3 LT 3 URB SAN RAMON,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.18354,-80.63559,,Black,PI00144
LI00431,B_2,ENRIQUE,LIMA,LIMA,COMAS,"AV. HÉROES DEL ALTO CENEPA, ASOCIACION TUNGASUCA, III ETAPA, MZ C, LT 5",URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.903136,-77.051447,,Oro,LI00431
LA00040,D_1,OLMOS,LAMBAYEQUE,LAMBAYEQUE,OLMOS,CERRO LA MINA,NO URBANO,Zona 1,REGIONES,FEE,-5.980487,-79.75709,,Oro,LA00040
12_CLIENTES_027,B2B,ENTEL PIURA,PIURA,PIURA,0,PIURA,NO URBANO,Zona 1,REGIONES,BAJO DEMANDA,-6.70439722,-79.9104806,,,12_CLIENTES_027
AN00006,B_3,ENTRADA HUARAZ,ANCASH,HUARAZ,HUARAZ,Av.TARAPACA 2046 Barr. VILLON BAJO,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-9.53707,-77.5322,,Oro,AN00006
IC00050,B_2,ENTRADA LOS AQUIJES,ICA,ICA,LOS AQUIJES,"SECTOR II, LOTE 23, MZ. E",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-14.1003,-75.7156,,Abandonar,IC00050
PI00029,B_1,EPPSA NEW,PIURA,TALARA,PARIÑAS,CARRETERA TALARA – LOBITOS KM 3.5,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-4.53907,-81.26401,,Oro,PI00029
JU00481,B_1,ERMO CONCEPCION,JUNIN,CONCEPCION,CONCEPCION,CERRO CONCEPCIÓN/JR. TAMBO ALAPA (C° CONCEPCION),URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-11.9319072,-75.3061999,,Clásico,JU00481
SM00451,D_2,ERMO LEJIA,SAN MARTIN,LAMAS,TABALOSOS,"TABALOSOS, LAMAS, SAN MARTIN",NO URBANO,Zona 1,REGIONES,FEE,-6.30038,-76.71126,Sitio_PIA,Abandonar,SM00451
JU00085,B_1,ERMO PICHANAKI,JUNIN,CHANCHAMAYO,PERENE,CERRO EN COMUNIDAD NATIVA SHANKIVIRONI /CERRO PICHANAKI,NO URBANO,Zona 2,REGIONES,FEE,-10.91359,-74.92483,,Abandonar,JU00085
LI04746,B_3,ERMO SAN CRISTOBAL,LIMA,CANTA,CANTA,CERRO COPORCO - SAN CRISTOBAL ,NO URBANO,Zona 3,LIMA,BAJO DEMANDA,-11.5291091,-76.6467021,,Abandonar,LI04746
HU00231,B_2,ERNESTO_MORALES,HUANCAVELICA,HUANCAVELICA,ASCENSION,AV. ASCENCION #308,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.781229,-74.987365,,Abandonar,HU00231
LI04799,B_2,ESAN_REEM,LIMA,LIMA,SANTIAGO DE SURCO,ENTRE AV. CENTRAL Y CALLE RICHARD WAGNER,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.105861,-76.957203,,Black,LI04799
SM00304,B_2,ESCALERA,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,CERRO A ESCALERA(SIMA)  KM.13  CARRETERA TARAPOTO-YURIMAGUAS,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.45269444,-76.29822222,,Oro,SM00304
LI04748,B_3,ESCALON,LIMA,CAÑETE,LUNAHUANA,CERRO ESCALÓN,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-5.196499,-80.630671,,Abandonar,LI04748
LI00221,D_3,ESCARDO,LIMA,LIMA,SAN MIGUEL,CALLE ENRIQUE VALLADARES N° 150,URBANO LIMA,Zona 1,LIMA,FEE,-12.074455,-77.09368,,Black,LI00221
LI00501,B_3,ESCOBEDO NEW 1,LIMA,LIMA,JESUS MARIA,Diego de Almagro #645 a la altura del cruce con Av. Gregorio Escobedo,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0865398,-77.05492125,,Black,LI00501
LI02100,B_3,ESCOBEDO NEW 2,LIMA,LIMA,JESUS MARIA,Av. de la Policia #643 al costado del local de Alianza por el Progreso,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.08530605,-77.05332151,,Black,LI02100
LI02102,B_3,ESCOBEDO NEW 3,LIMA,LIMA,JESUS MARIA,"Cl. Daniel Olaechea, entre Huiracocha  y Jr. Huascar.",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.08527484,-77.05088308,,Black,LI02102
LA00053,B_2,ESCRITORES,LAMBAYEQUE,CHICLAYO,CHICLAYO,"LOTE 23, MZ H, PUEBLO JOVEN JORGE BASADRE",URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.76467,-79.8641,,Black,LA00053
LI00971,B_1,ESCUELA 2,LIMA,LIMA,CHORRILLOS,LEOPOLDO ARIAS N° 182,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.16596,-77.02074,,Black,LI00971
LI00597,B_2,ESCUELA NAVAL,CALLAO,CALLAO,CALLAO,Calle Medina S/N La Punta – Callao_ como referencia al final de la Plaza de Armas de la Punta.,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.071837,-77.166388,,Oro,LI00597
LI00721,B_2,ESCUELA REUB,LIMA,LIMA,CHORRILLOS,INTERSECCION DE AV. ESCUELA MILITAR CON AV. AYACUCHO (DENTRO DE LA ESCUELA MILITAR)-CHORRILLOS.,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.158697,-77.017942,,Black,LI00721
LI04079,B_3,ESCUELA_DE_POLICIA,LIMA,LIMA,CHORRILLOS,calle las pleyades cdra. 3 ,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.170841,-76.996966,,Black,LI04079
LA00292,D_2,ESCUTE,LAMBAYEQUE,LAMBAYEQUE,OLMOS,Comunidad Campesina Santo Domingo de Olmos - Caserío Escute,NO URBANO,Zona 1,REGIONES,FEE,-5.760978,-79.882478,Sitio_FITEL,Oro,LA00292
LA00293,D_2,ESCUZA BARAJA 2,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,"PARCELA TANAKA JUNTA DE LOS RIOS, PARCELA 11275",NO URBANO,Zona 1,REGIONES,FEE,-6.237933,-79.759732,Sitio_FITEL,Abandonar,LA00293
LI01027,B_2,ESMERALDA,CALLAO,CALLAO,VENTANILLA,NUEVO PACHACUTEC MZ. F4 LT. 02 SECTOR C GRUPO RESIDENCIAL C1.,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-11.82797,-77.14776,,Clásico,LI01027
JU00005,B_2,ESMERALDAS,JUNIN,HUANCAYO,EL TAMBO,"Av La Cantuta 837, Covica",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.0412368,-75.2348876,,Oro,JU00005
SM00074,B_2,ESMIRA,SAN MARTIN,SAN MARTIN,TARAPOTO,JR JUAN DE LA RIVA #370,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.481474,-76.36244,,Oro,SM00074
LI00710,B_2,ESPANA ONP,LIMA,LIMA,LIMA,Azotea del Centro Civico en Lima,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.0562,-77.03676,,Black,LI00710
LL00303,B_3,ESPAÑA COMERCIAL,LA LIBERTAD,TRUJILLO,TRUJILLO,SN,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.117042,-79.022478,,Black,LL00303
LI04475,B_1,ESPAÑA_LI,LIMA,LIMA,COMAS,JR. TARMA 625 629,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.95608806,-77.04748917,,Oro,LI04475
LI01682,B_2,ESPAÑA_LI2,LIMA,LIMA,BREÑA,AV. ESPAÑA N° 134,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.05847,-77.04254,,Black,LI01682
LL00417,B_2,ESPAÑA_OESTE,LA LIBERTAD,TRUJILLO,TRUJILLO,Calle Jose Sabogal N°332 Mz L-2 Lote 32,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-8.108881,-79.019368,,Black,LL00417
LI01090,B_2,ESPECIALES,LIMA,LIMA,SAN JUAN DE LURIGANCHO,CALLE NATALIO SÁNCHEZ N° 220,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.9597,-76.9958,,Oro,LI01090
LO00209,D_1,ESPERANZA,LORETO,ALTO AMAZONAS,SANTA CRUZ,TERRENOS RUSTICOS UBICADOS AL MARGEN DERECHO DEL RIO HUALLAGA,NO URBANO,Zona 2,REGIONES,FEE,-5.4909177,-75.8253366,Red Dorsal,Abandonar,LO00209
LA00071,P_3,MONSEFU URA,LAMBAYEQUE,CHICLAYO,MONSEFU,MARISCAL SUCRE 992,URBANO REGIONES,Zona 1,REGIONES,FEE,-6.874,-79.869936,,Clásico,LA00071
LI00467,B_2,ESPERANZA NUEVA,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,AA.HH. VIRGEN DE LOURDES JR. PALPA N° 105.,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.1663278,-76.9227472,,Oro,LI00467
LA00295,D_2,ESPINAL,LAMBAYEQUE,CHICLAYO,OYOTUN,"Valle Zaña/Sector Espinal Zapotito Alto/Predio Campo Nº 18 COD. PRED. 7_6959245_31431, del distrito de Oyotún, provincia de Chiclayo, departamento de Lambayeque",NO URBANO,Zona 1,REGIONES,FEE,-6.81787,-79.20431,Sitio_FITEL,Abandonar,LA00295
IC00129,B_2,ESPINALES,ICA,NAZCA,NAZCA,AV. LOS INCAS N° 459 Mz. 0202,NO URBANO,Zona 2,REGIONES,BAJO DEMANDA,-14.827972,-74.947806,,Oro,IC00129
LI00075,B_2,ESPINAR REUB,LIMA,LIMA,MIRAFLORES,"Predio urbano ubicado con frente a la Avenida Comandante Espinar N° 250 (Sub Lote C y parte de la Manzana N° 13), distrito de Miraflores, provincia y departamento de Lima. ",URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.11743,-77.03674,,Black,LI00075
CU00347,B_3,ESPINAR_BAJO,CUSCO,ESPINAR,ESPINAR,"CALLE JORGE CHAVEZ, PUEBLO JOVEN LA VICTORIA MZ. K  LT- 6",NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-14.78749,-71.398684,,Abandonar,CU00347
JU00573,B_2,ESQUILO,JUNIN,CHUPACA,HUAMANCACA CHICO,"sub lote 4 del terreno rustico ""Challhuapuquio"", ubicado en la Av. 28 de Julio S/N",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.07539,-75.24223,,Abandonar,JU00573
LI00774,B_2,ESSALUD,LIMA,LIMA,JESUS MARIA,"HOSPITAL REBAGLIATI, CALLE REBAGLIATI 490 , JESUS MARIA",URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.07833604,-77.04040573,,Black,LI00774
TA00041,B_2,ESSALUD CALANA,TACNA,TACNA,CALANA,DI CALANA SECTOR SANTA RITA S/N,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-17.97933611,-70.20373611,,Abandonar,TA00041
JU00108,B_2,ESSALUD HUANCAYO,JUNIN,HUANCAYO,EL TAMBO,SUB LOTE 10-B MZ K LT N° 2 URB COVICENTRO,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-12.049379,-75.229086,,Oro,JU00108
MO00033,B_3,ESSALUD MOQ,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,ASOCIACION JOSE OLAYA MZ. L LOTE 43,NO URBANO,Zona 3,REGIONES,BAJO DEMANDA,-17.1943,-70.95235,,Oro,MO00033
UC00094,D_3,ESTACION KM 23,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,ESTACION KM 23 PREDIO LINITO ( ALT KM 23.5 DE LA CARRTERA FEDERICO BASADRE),NO URBANO,Zona 2,REGIONES,FEE,-8.42972222,-74.73666667,,Abandonar,UC00094
PU00053,D_3,ESTACION PUCARA,PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,CALLE PUNO N° 19,NO URBANO,Zona 3,REGIONES,FEE,-15.0343,-70.3386,,Abandonar,PU00053
LI04085,B_2,ESTACION_NARANJAL,LIMA,LIMA,INDEPENDENCIA,JR. TUPAC INCA NÂª  116  - MZ E- LT 1 SECTOR TAHUANTISUYO,URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.98114,-77.05811,,Clásico,LI04085
LI00316,B_2,ESTADIO,LIMA,LIMA,JESUS MARIA,CALLE NATALIO SÁNCHEZ 220,URBANO LIMA,Zona 1,LIMA,BAJO DEMANDA,-12.070699,-77.038397,,Black,LI00316
AY00237,B_2,ESTADIO AYACUCHO,AYACUCHO,HUAMANGA,AYACUCHO,JIRON MOQUEGUA 130,URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-13.15119,-74.22165,,Oro,AY00237
PI00007,B_1,ESTADIO PIURA,PIURA,PIURA,CASTILLA,AV LUIS MONTERO Y GUARDIA CIVIL URBANIZCION MIRAFLORES,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-5.193385,-80.617672,,Clásico,PI00007
LI04145,B_2,ESTADIO_CHIPOCO,LIMA,LIMA,BARRANCO,AV. LIBERTADOR SAN MARTIN INTERSECCIÓN AV. EL SOL,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.139235,-77.023703,,Black,LI04145
TU00047,B_2,ESTADIO_MC,TUMBES,TUMBES,TUMBES,AV. LIBERTADOR SAN MARTIN INTERSECCIÓN AV. EL SOL,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-3.55592,-80.4485,,Oro,TU00047
AR00590,B_2,ESTADIO_PORVENIR_MIRAFLORES,AREQUIPA,AREQUIPA,MIRAFLORES,ASENTAMIENTO HUMANO URBANIZACION POPULAR DE INTERES SOCIAL LA GALAXIA MZ - M - LOTE 23,URBANO REGIONES,Zona 3,REGIONES,BAJO DEMANDA,-16.37836,-71.49393,,Clásico,AR00590
LI06512,B_3,ESTANCIA_DE_LURIN,LIMA,LIMA,LURIN,PJ LOS DURAZNOS MZ. EA. LT. 15 CH. LA ESTANCIA DE LURIN - ZONA A,URBANO LIMA,Zona 2,LIMA,BAJO DEMANDA,-12.277651,-76.83464,,Clásico,LI06512
LL00001,D_1,ARBOLEDA,LA LIBERTAD,TRUJILLO,TRUJILLO,MZ K LT 9 URB. LA ARBOREDA,URBANO REGIONES,Zona 1,REGIONES,FEE,-8.13019,-79.035,,Black,LL00001
LI05964,B_2,ESTANOS_INFANTAS,LIMA,LIMA,LOS OLIVOS,"CA. EL MANGANESO NÂª 230, URB. IND. INFANTAS.",URBANO LIMA,Zona 3,LIMA,BAJO DEMANDA,-11.96882,-77.06403,,Black,LI05964
AR00059,D_2,ESTANQUILLO,AREQUIPA,AREQUIPA,CERRO COLORADO,CERRO COLORADO TERRENO ERIAZO,URBANO REGIONES,Zona 3,REGIONES,FEE,-16.31922778,-71.57385833,,Clásico,AR00059
LI05604,B_2,ESTE_7_REEM,LIMA,LIMA,EL AGUSTINO,Av Rio Rimac cuadra 3,URBANO LIMA,Zona 3,LIMA,FEE,-12.03303,-76.98961,,Oro,LI05604
TA00022,D_2,ESTIQUE PAMPA,TACNA,TARATA,ESTIQUE-PAMPA,CERRO CHOQUELLUPO,NO URBANO,Zona 3,REGIONES,FEE,-17.53733,-70.04316,,Abandonar,TA00022
AN00460,B_2,ESTRELLAS_DEL_SUR,ANCASH,SANTA,CHIMBOTE,"AA. HH, ESTRELLA DEL SUR, MZ A LT 10",URBANO REGIONES,Zona 2,REGIONES,BAJO DEMANDA,-9.14058,-78.49197,,Oro,AN00460
LI00125,P_1,ET LURIN,LIMA,LIMA,LURIN,ESTACIÓN TERRENA DE LURÍN,URBANO LIMA,Zona 2,LIMA,FEE,-12.2863611,-76.8477778,,Clásico,LI00125
LA00022,D_3,ETEN,LAMBAYEQUE,CHICLAYO,ETEN,CERRO CORRILLOS - REQUE,URBANO REGIONES,Zona 1,REGIONES,FEE,-6.88496,-79.81706,,Abandonar,LA00022
LA00111,B_2,ETEN PUEBLO,LAMBAYEQUE,CHICLAYO,ETEN,JUANA MENDIETA MZ. B LOTE 15,URBANO REGIONES,Zona 1,REGIONES,BAJO DEMANDA,-6.91253,-79.86408,,Abandonar,LA00111
